,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,party_simple,key,ballotpedia,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
4410,H8WI04069,"ROGERS, TIM",WI,4,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,tim  rogers,https://ballotpedia.org/Tim_Rogers_(Wisconsin),,,,,
4411,H2NJ08257,"ROJAS, RICARDO LUIS",NJ,8,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,ricardo  rojas,,,,,,
4412,H2CA42205,"ROLLINS, WILL",CA,41,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,will  rollins,https://ballotpedia.org/Will_Rollins,willrollinsca,1451293964464701442,,,
4414,H2FL05242,"ROMDCELLY, DAMASCUS",FL,5,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,damascus  romdcelly,,,,,,
4415,H0NH01258,"RONDEAU, KEVIN",NH,1,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,kevin  rondeau,https://ballotpedia.org/Kevin_Rondeau,congressman4u,91253219,,,
4417,H2MT02134,"RONNING, PENNY",MT,2,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,penny  ronning,https://ballotpedia.org/Penny_Ronning,pennyronning,13130512,No tweets found.,,
4418,H2MT02134,"RONNING, PENNY",MT,2,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,penny  ronning,https://ballotpedia.org/Penny_Ronning,penny4congress,1475608283683586048,,,
4421,H2MT02183,"ROOTS, ROGER",MT,2,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,roger  roots,https://ballotpedia.org/Roger_Roots,rogerroots,17761403,,,
4422,H2FL11109,"ROSADO, ANTONIO LUIS SR",FL,11,UNAFFILIATED,House,Challenger,N,,,,Other,antonio  rosado,,,,,,
4423,H2CA13107,"ROSARIO-SIGALA, ANGELINA",CA,13,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,angelina  rosariosigala,,,,,,
4425,H8TN06094,"ROSE, JOHN W.",TN,6,REPUBLICAN PARTY,House,Incumbent,C,R000612,John Rose (Tennessee),412818.0,Republican,john  rose,https://ballotpedia.org/John_Rose_(Tennessee),repjohnrose,1081312310059253763,,,
4426,H8TN06094,"ROSE, JOHN W.",TN,6,REPUBLICAN PARTY,House,Incumbent,C,R000612,John Rose (Tennessee),412818.0,Republican,john  rose,https://ballotpedia.org/John_Rose_(Tennessee),johnrosefortn,894940941039144962,,,
4428,H2NY11140,"ROSE, MAX",NY,11,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,max  rose,https://ballotpedia.org/Max_Rose,maxrose4ny,892491627088011264,,,
4429,H2TX17100,"ROSENBERGER, ROB",TX,17,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,rob  rosenberger,https://ballotpedia.org/Robert_Rosenberger_(Texas),,,,,
4430,H4MT00050,"ROSENDALE, MATT MR.",MT,2,REPUBLICAN PARTY,House,Incumbent,C,R000103,Matthew Rosendale,456830.0,Republican,matt  rosendale,https://ballotpedia.org/Matt_Rosendale,mattformontana,1376252790,,,
4432,H4MT00050,"ROSENDALE, MATT MR.",MT,2,REPUBLICAN PARTY,House,Incumbent,C,R000103,Matthew Rosendale,456830.0,Republican,matt  rosendale,https://ballotpedia.org/Matt_Rosendale,reprosendale,1344751420139040783,,,
4433,H2OR05233,"ROSES, LAUREL",OR,5,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,laurel  roses,https://ballotpedia.org/Laurel_Roses,,,,,
4434,H2IL01414,"ROSNER, TERRE LAYNG",IL,1,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,terre  rosner,https://ballotpedia.org/Terre_Layng_Rosner,,,,,
4435,H2MN05216,"ROSS, ALBERT",MN,5,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,,,,Other,albert  ross,,,,,,
4436,H2VA07279,"ROSS, DAVID LEWIS",VA,7,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,david  ross,https://ballotpedia.org/David_Ross_(Virginia),ross4liberty,1487098983579275264,,,
4439,H0NC02125,"ROSS, DEBORAH",NC,2,DEMOCRATIC PARTY,House,Incumbent,C,R000305,Deborah Ross,456831.0,Democrat,deborah  ross,https://ballotpedia.org/Deborah_Ross,repdeborahross,1348683154815655940,,,
4440,H0NC02125,"ROSS, DEBORAH",NC,2,DEMOCRATIC PARTY,House,Incumbent,C,R000305,Deborah Ross,456831.0,Democrat,deborah  ross,https://ballotpedia.org/Deborah_Ross,deborahrossnc,3806081652,,,
4441,H2FL15217,"ROSS, DENNIS",FL,15,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,dennis  ross,,,,,,
4442,H2OK03149,"ROSS, JEREMIAH A",OK,3,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,jeremiah  ross,https://ballotpedia.org/Jeremiah_Ross,,,,,
4443,H2KY04220,"ROTTINGHAUS, PATRICK JOSEPH",KY,4,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,patrick  rottinghaus,,,,,,
4444,H8CA48035,"ROUDA, HARLEY E JR",CA,47,DEMOCRATIC PARTY,House,Challenger,C,R000616,Harley Rouda,412759.0,Democrat,harley  rouda,,,,,,
4445,H8CO03234,"ROUTLEDGE, ROOT",CO,3,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,root  routledge,,,,,,
4446,H2NC07096,"ROUZER, DAVID",NC,7,REPUBLICAN PARTY,House,Incumbent,C,R000603,David Rouzer,412641.0,Republican,david  rouzer,https://ballotpedia.org/David_Rouzer,repdavidrouzer,834069080,,,
4447,H2NC07096,"ROUZER, DAVID",NC,7,REPUBLICAN PARTY,House,Incumbent,C,R000603,David Rouzer,412641.0,Republican,david  rouzer,https://ballotpedia.org/David_Rouzer,davidrouzer,127941167,,,
4448,H8TX21307,"ROY, CHIP",TX,21,REPUBLICAN PARTY,House,Incumbent,C,R000614,Chip Roy,412826.0,Republican,chip  roy,https://ballotpedia.org/Chip_Roy,chiproytx,1257667158,,,
4449,H8TX21307,"ROY, CHIP",TX,21,REPUBLICAN PARTY,House,Incumbent,C,R000614,Chip Roy,412826.0,Republican,chip  roy,https://ballotpedia.org/Chip_Roy,repchiproy,1082790600292925440,,,
4450,H0TX34059,"ROYAL, CHRIS B.",TX,34,INDEPENDENT,House,Challenger,N,,,,Other,chris  royal,https://ballotpedia.org/Chris_Royal,,,,,
4452,H2CA33048,"ROYBAL-ALLARD, LUCILLE",CA,40,DEMOCRATIC PARTY,House,Incumbent,P,R000486,Lucille Roybal-Allard,400347.0,Democrat,lucille  roybalallard,,reproybalallard,479872233,,,
4453,H0CA25139,"RUDNICK, FREDERICK D MR.",CA,27,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,frederick  rudnick,,,,,,
4454,H2IN01180,"RUIZ, DAVID BEN",IN,1,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,david  ruiz,https://ballotpedia.org/David_Ruiz_(Indiana),,,,,
4455,H2MA08074,"RUIZ, MICHAEL",MA,8,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,michael  ruiz,,,,,,
4456,H2CA36439,"RUIZ, RAUL DR.",CA,25,DEMOCRATIC PARTY,House,Incumbent,C,R000599,Raul Ruiz,412519.0,Democrat,raul  ruiz,https://ballotpedia.org/Raul_Ruiz,repraulruizmd,1089859058,,,
4457,H2CA36439,"RUIZ, RAUL DR.",CA,25,DEMOCRATIC PARTY,House,Incumbent,C,R000599,Raul Ruiz,412519.0,Democrat,raul  ruiz,https://ballotpedia.org/Raul_Ruiz,dr_raulruiz,409522947,,,
4458,H2TN03250,"RUMBA, THOMAS M.",TN,3,INDEPENDENT,House,Challenger,N,,,,Other,thomas  rumba,,,,,,
4459,H2GA10190,"RUPERT, CHARLES V",GA,10,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,charles  rupert,,,,,,
4460,H2MD02160,"RUPPERSBERGER, C. A. DUTCH",MD,2,DEMOCRATIC PARTY,House,Incumbent,C,R000576,Dutch Ruppersberger,400349.0,Democrat,c  ruppersberger,https://ballotpedia.org/Dutch_Ruppersberger,call_me_dutch,305620929,,,
4461,H2MD02160,"RUPPERSBERGER, C. A. DUTCH",MD,2,DEMOCRATIC PARTY,House,Incumbent,C,R000576,Dutch Ruppersberger,400349.0,Democrat,c  ruppersberger,https://ballotpedia.org/Dutch_Ruppersberger,godutchformd,757666785244119040,,,
4462,H2IL01042,"RUSH, BOBBY LEE",IL,1,DEMOCRATIC PARTY,House,Incumbent,P,R000515,Bobby Rush,400350.0,Democrat,bobby  rush,,bobbyrushfor1st,1197496992685051904,,,
4464,H2IL01042,"RUSH, BOBBY LEE",IL,1,DEMOCRATIC PARTY,House,Incumbent,P,R000515,Bobby Rush,400350.0,Democrat,bobby  rush,,bobbylrush,305216911,,,
4465,H2NJ02219,"RUSH, CAROLYN",NJ,2,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,carolyn  rush,https://ballotpedia.org/Carolyn_Rush,carolynrush31,1200501595227774977,,,
4467,H8CA46146,"RUSHMAN, ED",CA,46,NONE,House,Challenger,N,,,,Other,ed  rushman,https://ballotpedia.org/Ed_Rushman,rushthehouse,62152538,,,
4469,H2IN07187,"RUSK, TED",IN,7,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,ted  rusk,https://ballotpedia.org/Ted_Rusk_(Indiana),,,,,
4471,H2OR01240,"RUSS, DAVID HONORABLE",OR,6,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,david  russ,https://ballotpedia.org/David_Russ_(Oregon),russisforus,1342241812967124992,No tweets found.,,
4472,H2FL27089,"RUSSELL, KEN",FL,27,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,ken  russell,,,,,,
4473,H2NJ03308,"RUSSOMANNO, CHRISTOPHER",NJ,3,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,christopher  russomanno,https://ballotpedia.org/Christopher_Russomanno,,,,,
4474,H6FL04105,"RUTHERFORD, JOHN",FL,5,REPUBLICAN PARTY,House,Incumbent,C,R000609,John Rutherford (Florida),412692.0,Republican,john  rutherford,https://ballotpedia.org/John_Rutherford_(Florida),reprutherfordfl,828977216595849216,,,
4475,H6FL04105,"RUTHERFORD, JOHN",FL,5,REPUBLICAN PARTY,House,Incumbent,C,R000609,John Rutherford (Florida),412692.0,Republican,john  rutherford,https://ballotpedia.org/John_Rutherford_(Florida),jrutherfordfl,733672650120253440,,,
4477,H2MI13303,"RUTLEDGE, LORRIE",MI,13,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,lorrie  rutledge,https://ballotpedia.org/Lorrie_Rutledge,lorrieformi13,1494703503046057986,,,
4478,H2CA08248,"RUTSCH, EDWIN",CA,8,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,edwin  rutsch,https://ballotpedia.org/Edwin_Rutsch,edwinrutsch,15809132,,,
4480,H2CA46156,"RUVALCABA, JESUS",CA,46,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,jesus  ruvalcaba,,,,,,
4481,H0MO06164,"RYAN, CHRISTOPHER",MO,6,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,christopher  ryan,https://ballotpedia.org/Christopher_Ryan,,,,,
4482,H8NY19223,"RYAN, PATRICK",NY,18,DEMOCRATIC PARTY,House,Incumbent,C,R000579,Pat Ryan (New York),456871.0,Democrat,patrick  ryan,,patryanuc,172377413,,,
4483,H8NY19223,"RYAN, PATRICK",NY,18,DEMOCRATIC PARTY,House,Incumbent,C,R000579,Pat Ryan (New York),456871.0,Democrat,patrick  ryan,,reppatryanny,1569400849130049537,,,
4485,H2OH17109,"RYAN, TIMOTHY",OH,13,DEMOCRATIC PARTY,House,Incumbent,C,R000577,Tim Ryan (Ohio),400352.0,Democrat,timothy  ryan,,timryan,466532637,,,
4487,H2OH17109,"RYAN, TIMOTHY",OH,13,DEMOCRATIC PARTY,House,Incumbent,C,R000577,Tim Ryan (Ohio),400352.0,Democrat,timothy  ryan,,reptimryan,13491312,,,
4488,H2SD01058,"RYDER, RYAN",SD,0,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,ryan  ryder,,,,,,
4489,H2FL11117,"SABATINI, ANTHONY",FL,11,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,anthony  sabatini,,,,,,
4490,H2OH07209,"SABATUCCI, DANTE",OH,7,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,dante  sabatucci,,,,,,
4491,H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",MP,0,DEMOCRATIC PARTY,House,Incumbent,N,S001177,,412312.0,Democrat,gregorio  sablan,,kilili4congress,567654571,,,
4493,H2NC02220,"SAFTA, ADINA",NC,2,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,adina  safta,https://ballotpedia.org/Adina_Safta,,,,,
4494,H2CA24179,"SAGOO, GURPINDER SINGH",CA,24,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,gurpinder  sagoo,,,,,,
4495,H2CA01169,"SAGOO, GURPINDER SINGH",CA,1,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,gurpinder  sagoo,,,,,,
4496,H2CO08061,"SAINE, LORI A",CO,8,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,lori  saine,https://ballotpedia.org/Lori_Saine,lorisaine,60631912,,,
4498,H0TX14234,"SAJNA, CYRUS",TX,14,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,cyrus  sajna,,,,,,
4499,H2NY01224,"SAKIN, MICHAEL",NY,2,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,michael  sakin,,,,,,
4500,H2CA21233,"SALAS, RUDY",CA,22,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,rudy  salas,https://ballotpedia.org/Rudy_Salas,rudysalasca,1459288390247993347,,,
4502,H2TX32109,"SALAZAR, GIRIEN RICARDO 2104738228",TX,32,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,girien  salazar,,,,,,
4503,H0MO05182,"SALAZAR, MAITE",MO,5,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,maite  salazar,https://ballotpedia.org/Maite_Salazar,,,,,
4504,H8FL27185,"SALAZAR, MARIA ELVIRA",FL,27,REPUBLICAN PARTY,House,Incumbent,N,S000168,,456810.0,Republican,maria  salazar,https://ballotpedia.org/Maria_Elvira_Salazar,repmariasalazar,1325928411689349120,,,
4505,H8FL27185,"SALAZAR, MARIA ELVIRA",FL,27,REPUBLICAN PARTY,House,Incumbent,N,S000168,,456810.0,Republican,maria  salazar,https://ballotpedia.org/Maria_Elvira_Salazar,maelvirasalazar,40282700,,,
4506,H2FL08113,"SALEH, REBECCA",FL,8,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,rebecca  saleh,,,,,,
4507,H0MI09206,"SALIBA, MIKE",MI,10,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,mike  saliba,https://ballotpedia.org/Mike_Saliba,,,,,
4508,H2NJ08323,"SALIERNO, JOHN V.",NJ,8,OTHER,House,Challenger,N,,,,Other,john  salierno,,,,,,
4509,H2OR06066,"SALINAS, ANDREA",OR,6,DEMOCRATIC PARTY,House,Incumbent,C,S001226,,456934.0,Democrat,andrea  salinas,https://ballotpedia.org/Andrea_Salinas,andrearsalinas,4669604480,,,
4510,H2OR06066,"SALINAS, ANDREA",OR,6,DEMOCRATIC PARTY,House,Incumbent,C,S001226,,456934.0,Democrat,andrea  salinas,https://ballotpedia.org/Andrea_Salinas,repsalinas,1611800554614755328,,,
4512,H2MO02227,"SALVATORE, TONY",MO,2,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,tony  salvatore,https://ballotpedia.org/Tony_Salvatore,,,,,
4513,H2NV02593,"SAMPSON, CATHERINE MARIE",NV,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,catherine  sampson,https://ballotpedia.org/Catherine_Sampson,,,,,
4514,H2NY26189,"SAMS, STEVEN LYNN MR II",NY,26,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,steven  sams,https://ballotpedia.org/Steven_Sams,stevenlsamsii,1133612193017155584,,,
4516,H2MN05208,"SAMUELS, DON MR.",MN,5,DEMOCRATIC-FARMER-LABOR,House,Challenger,P,,,,Other,don  samuels,https://ballotpedia.org/Don_Samuels,donsamuelsmn,1493682039618473990,,,
4518,H2MO02193,"SAMUELS, E. BENJAMIN",MO,2,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,e  samuels,,,,,,
4519,H8GU01020,"SAN NICOLAS, MICHAEL F.Q. MR.",GU,0,DEMOCRATIC PARTY,House,Incumbent,P,S001204,,412770.0,Democrat,michael  nicolas,,,,,,
4520,H2CA22157,"SANCHEZ HERNANDEZ, JORGE",CA,22,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,jorge  hernandez,,,,,,
4521,H8NJ02299,"SANCHEZ, ANTHONY PARISI",NJ,2,OTHER,House,Challenger,N,,,,Other,anthony  sanchez,https://ballotpedia.org/Anthony_Parisi_Sanchez,,,,,
4522,H2TX34238,"SANCHEZ, DANIEL",TX,34,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,daniel  sanchez,https://ballotpedia.org/Dan_Sanchez,,,,,
4524,H2CA39078,"SANCHEZ, LINDA",CA,38,DEMOCRATIC PARTY,House,Incumbent,C,S001156,Linda Sánchez,400355.0,Democrat,linda  sanchez,,lindatsanchez,917408119222923264,,,
4525,H2CA39078,"SANCHEZ, LINDA",CA,38,DEMOCRATIC PARTY,House,Incumbent,C,S001156,Linda Sánchez,400355.0,Democrat,linda  sanchez,,replindasanchez,312134473,,,
4526,H2NM01367,"SANCHEZ, LOUIE",NM,1,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,louie  sanchez,https://ballotpedia.org/Louie_Sanchez_(Congressional_candidate),governorlouie,1420618688017883137,,,
4528,H2LA04137,"SANDAGE, BRANDON",LA,4,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,brandon  sandage,,,,,,
4529,H2PA16105,"SANDERA, ROB",PA,16,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,rob  sandera,,,,,,
4530,H2CT01239,"SANDERS, MARY L",CT,1,GREEN PARTY,House,Challenger,N,,,,Other,mary  sanders,,,,,,
4531,H2TX34170,"SANDOVAL REYNOSO, BEATRIZ",TX,34,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,beatriz  reynoso,https://ballotpedia.org/Beatriz_Reynoso,votebeatriztx34,,No tweets found.,Name not found.,
4533,H2CO03245,"SANDOVAL TAFOYA, SOLEDAD",CO,3,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,soledad  tafoya,,,,,,
4534,H2OR05183,"SANDVIG, NATE",OR,6,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,nate  sandvig,https://ballotpedia.org/Nate_Sandvig,sandvig_nate,1395495168741191682,,,
4536,H2AL05219,"SANFORD, PAUL",AL,5,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,paul  sanford,https://ballotpedia.org/Paul_Sanford,paulsanfordal05,1464666303881519113,,,
4539,H2FL07271,"SANTOS, AL",FL,7,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,al  santos,https://ballotpedia.org/Al_Santos,alsantosfl,,No tweets found.,Name not found.,
4540,H6NY16140,"SAPASKIS, STYLO ADONIS",NY,15,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,stylo  sapaskis,https://ballotpedia.org/Stylo_A._Sapaskis,,,,,
4541,H2AZ02444,"SARAPPO, CHRIS",AZ,2,WRITE-IN,House,Challenger,N,,,,Other,chris  sarappo,,,,,,
4542,H6MD03292,"SARBANES, JOHN P. MR.",MD,3,DEMOCRATIC PARTY,House,Incumbent,C,S001168,John Sarbanes,412212.0,Democrat,john  sarbanes,https://ballotpedia.org/John_Sarbanes,johnsarbanes,259364314,,,
4543,H6MD03292,"SARBANES, JOHN P. MR.",MD,3,DEMOCRATIC PARTY,House,Incumbent,C,S001168,John Sarbanes,412212.0,Democrat,john  sarbanes,https://ballotpedia.org/John_Sarbanes,repsarbanes,364415553,,,
4544,H2CA38278,"SAREGA, JOHN",CA,38,,House,Challenger,N,,,,Other,john  sarega,,,,,,
4545,H2TX37025,"SASINOWSKI, JAMES SASS",TX,35,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,james  sasinowski,,,,,,
4546,H2TX35268,"SAWATZKI, DAN",TX,35,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,dan  sawatzki,https://ballotpedia.org/Dan_Sawatzki,,,,,
4547,H2MI13220,"SAWYER, LINDA",MI,12,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,linda  sawyer,,,,,,
4548,H2NY02123,"SAX, MICHAEL",NY,2,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,michael  sax,,,,,,
4549,H2OH07225,"SAYLOR, RYAN",OH,13,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,ryan  saylor,https://ballotpedia.org/Ryan_Saylor,,,,,
4550,H0LA01087,"SCALISE, STEVE MR",LA,1,REPUBLICAN PARTY,House,Incumbent,N,S001176,Steve Scalise,412261.0,Republican,steve  scalise,https://ballotpedia.org/Steve_Scalise,stevescalise,1209417007,,,
4551,H0LA01087,"SCALISE, STEVE MR",LA,1,REPUBLICAN PARTY,House,Incumbent,N,S001176,Steve Scalise,412261.0,Republican,steve  scalise,https://ballotpedia.org/Steve_Scalise,stevescalisegop,2746741969,,,
4552,H8PA07200,"SCANLON, MARY GAY",PA,5,DEMOCRATIC PARTY,House,Incumbent,C,S001205,Mary Gay Scanlon,412750.0,Democrat,mary  scanlon,https://ballotpedia.org/Mary_Gay_Scanlon,repmgs,1067541214671577093,,,
4553,H8PA07200,"SCANLON, MARY GAY",PA,5,DEMOCRATIC PARTY,House,Incumbent,C,S001205,Mary Gay Scanlon,412750.0,Democrat,mary  scanlon,https://ballotpedia.org/Mary_Gay_Scanlon,marygayscanlon,961312723035394048,,,
4555,H2TX06400,"SCAUFLAIRE, TAKONA EILEEN",TX,6,INDEPENDENT,House,Challenger,N,,,,Other,takona  scauflaire,,,,,,
4556,H2FL26073,"SCHAFFER, JEREMIAH",FL,28,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,jeremiah  schaffer,,,,,,
4557,H6TX29080,"SCHAFRANEK, ROBERT ALLAN",TX,29,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,robert  schafranek,https://ballotpedia.org/Robert_Schafranek,,,,,
4558,H8IL09067,"SCHAKOWSKY, JANICE D",IL,9,DEMOCRATIC PARTY,House,Incumbent,N,S001145,Jan Schakowsky,400360.0,Democrat,janice  schakowsky,https://ballotpedia.org/Jan_Schakowsky,janschakowsky,24195214,,,
4559,H8IL09067,"SCHAKOWSKY, JANICE D",IL,9,DEMOCRATIC PARTY,House,Incumbent,N,S001145,Jan Schakowsky,400360.0,Democrat,janice  schakowsky,https://ballotpedia.org/Jan_Schakowsky,repschakowsky,85896319,,,
4560,H6IN09119,"SCHANSBERG, ERIC",IN,9,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,eric  schansberg,https://ballotpedia.org/D._Eric_Schansberg,,,,,
4561,H0PA07132,"SCHELLER, LISA",PA,7,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,lisa  scheller,https://ballotpedia.org/Lisa_Scheller,schellerforpa,1181643457011617792,,,
4563,H0CA27085,"SCHIFF, ADAM",CA,30,DEMOCRATIC PARTY,House,Incumbent,N,S001150,Adam Schiff,400361.0,Democrat,adam  schiff,https://ballotpedia.org/Adam_Schiff,repadamschiff,29501253,,,
4564,H0CA27085,"SCHIFF, ADAM",CA,30,DEMOCRATIC PARTY,House,Incumbent,N,S001150,Adam Schiff,400361.0,Democrat,adam  schiff,https://ballotpedia.org/Adam_Schiff,adamschiff,133028836,,,
4565,H2NV03229,"SCHIFFMAN, STEVEN MITCHELL MR",NV,3,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,steven  schiffman,,,,,,
4566,H2OK02190,"SCHILLER, CHRIS",OK,2,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,chris  schiller,https://ballotpedia.org/Chris_Schiller,schillerforok,,No tweets found.,Name not found.,
4569,H2FL01258,"SCHILLER, MARGARET ANN MS",FL,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,margaret  schiller,https://ballotpedia.org/Margaret_Schiller,peggyforfl1,1466228391867211778,,,
4570,H2CA50216,"SCHINDLER, ADAM DR.",CA,50,INDEPENDENT,House,Challenger,C,,,,Other,adam  schindler,https://ballotpedia.org/Adam_Schindler,adam4congress50,,No tweets found.,Name not found.,
4572,H2MN05224,"SCHLUTER, NATE",MN,5,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,,,,Other,nate  schluter,,,,,,
4573,H2FL15159,"SCHMELING, WENDY JUNE MS.",FL,18,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,wendy  schmeling,https://ballotpedia.org/Wendy_Schmeling,wendy_schmeling,1513707958122688514,,,
4575,H2NJ04256,"SCHMIDT, DAVID",NJ,4,OTHER,House,Challenger,N,,,,Other,david  schmidt,,,,,,
4576,H2KS02143,"SCHMIDT, PATRICK",KS,2,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,patrick  schmidt,https://ballotpedia.org/Patrick_Schmidt,patrickforks,1394359145818644480,,,
4579,H2NY18087,"SCHMITT, COLIN J",NY,18,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,colin  schmitt,https://ballotpedia.org/Colin_J._Schmitt,colinschmitt,18091773,,,
4580,H2TX15229,"SCHMUKER, STEVEN JR",TX,15,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,steven  schmuker,https://ballotpedia.org/Steve_Schmuker_Jr.,,,,,
4581,H2IL10068,"SCHNEIDER, BRADLEY S.",IL,10,DEMOCRATIC PARTY,House,Incumbent,C,S001190,Brad Schneider,412534.0,Democrat,bradley  schneider,https://ballotpedia.org/Brad_Schneider,repschneider,1071840474,,,
4582,H2IL10068,"SCHNEIDER, BRADLEY S.",IL,10,DEMOCRATIC PARTY,House,Incumbent,C,S001190,Brad Schneider,412534.0,Democrat,bradley  schneider,https://ballotpedia.org/Brad_Schneider,schneider4il10,278005891,,,
4583,H2FL13139,"SCHNEIDER, JAN",FL,16,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,jan  schneider,https://ballotpedia.org/Jan_Schneider,,,,,
4585,H2NJ05329,"SCHNEIDERMAN, FRED",NJ,5,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,fred  schneiderman,https://ballotpedia.org/Fred_Schneiderman,fred4nj5,,No tweets found.,Name not found.,
4587,H0MI03316,"SCHOLTEN, HILLARY",MI,3,DEMOCRATIC PARTY,House,Incumbent,C,S001221,,456906.0,Democrat,hillary  scholten,https://ballotpedia.org/Hillary_Scholten,hillaryscholten,1106949340197801986,,,
4588,H0MI03316,"SCHOLTEN, HILLARY",MI,3,DEMOCRATIC PARTY,House,Incumbent,C,S001221,,456906.0,Democrat,hillary  scholten,https://ballotpedia.org/Hillary_Scholten,repscholten,1609941568869335041,,,
4589,H8OR05107,"SCHRADER, KURT",OR,5,DEMOCRATIC PARTY,House,Incumbent,P,S001180,Kurt Schrader,412315.0,Democrat,kurt  schrader,https://ballotpedia.org/Kurt_Schrader,voteschrader,,No tweets found.,Name not found.,
4591,H8OR05107,"SCHRADER, KURT",OR,5,DEMOCRATIC PARTY,House,Incumbent,P,S001180,Kurt Schrader,412315.0,Democrat,kurt  schrader,https://ballotpedia.org/Kurt_Schrader,repschrader,20545793,,,
