,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
4138,H0NJ09200,"PREMPEH, WILLIAM SREBOE",NJ,9,REPUBLICAN PARTY,House,Challenger,P,Republican,william  prempeh,https://ballotpedia.org/Billy_Prempeh,,BillyPrempeh,1229426679229165568,,,
4139,H2NH01304,"PRESCOTT, RUSSELL",NH,1,REPUBLICAN PARTY,House,Challenger,P,Republican,russell  prescott,https://ballotpedia.org/Russell_Prescott,,,,,,
4140,H2FL12107,"PRESKITT, SID",FL,12,REPUBLICAN PARTY,House,Challenger,N,Republican,sid  preskitt,https://ballotpedia.org/Sid_Preskitt,,,,,,
4142,H8MA07032,"PRESSLEY, AYANNA",MA,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,ayanna  pressley,https://ballotpedia.org/Ayanna_Pressley,P000617,AyannaPressley,31013444,,,
4143,H8MA07032,"PRESSLEY, AYANNA",MA,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,ayanna  pressley,https://ballotpedia.org/Ayanna_Pressley,P000617,RepPressley,1080584229510172678,,,
4144,H2DE01047,"PRESSLEY, TYLER STEELE",DE,0,INDEPENDENT,House,Challenger,N,Other,tyler  pressley,,,,,,,
4145,H2UT03256,"PRESTON, JASON",UT,3,REPUBLICAN PARTY,House,Challenger,P,Republican,jason  preston,https://ballotpedia.org/Jason_Preston,,UTJasonPreston,1412836482830721028,,,
4148,H8MD02100,"PRETOT, JAKE",MD,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jake  pretot,https://ballotpedia.org/Jake_Pretot,,jake_pretot,922477127232118784,,,
4149,H6NC04037,"PRICE, DAVID",NC,4,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,david  price,,P000523,,,,,
4150,H2AL06175,"PRIDMORE, JAY PATRICK",AL,6,REPUBLICAN PARTY,House,Challenger,N,Republican,jay  pridmore,,,,,,,
4151,H2IN08193,"PRIEST, PETER F.H. II",IN,8,DEMOCRATIC PARTY,House,Challenger,N,Democrat,peter  priest,https://ballotpedia.org/Peter_Priest_II,,,,,,
4152,H2NV03179,"PRIJTEN, REINIER",NV,3,REPUBLICAN PARTY,House,Challenger,N,Republican,reinier  prijten,,,,,,,
4153,H2TX21151,"PRIMM, MARCUS A",TX,21,DEMOCRATIC PARTY,House,Challenger,N,Democrat,marcus  primm,,,,,,,
4154,H0NY07092,"PRINCE, PAPERBOY",NY,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,paperboy  prince,https://ballotpedia.org/Paperboy_Prince,,,,,,
4156,H2OR02172,"PRINE, ADAM",OR,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,adam  prine,https://ballotpedia.org/Adam_Prine,,PrineTime,962545657230708736,,,
4157,H2WI03163,"PROVANCE, RUSTIN LEVEM",WI,3,LIBERTARIAN PARTY,House,Open seat,N,Other,rustin  provance,,,,,,,
4158,H0FL22118,"PRUDEN, JAMES L.",FL,23,REPUBLICAN PARTY,House,Challenger,P,Republican,james  pruden,https://ballotpedia.org/James_Pruden_(Florida),,JAMESPRUDEN13,1451727913175375879,,,
4160,H0PA05094,"PRUETT, DASHA",PA,1,REPUBLICAN PARTY,House,Challenger,P,Republican,dasha  pruett,,,,,,,
4161,H2KY03230,"PUCCETTI, GREGORY PETER",KY,3,REPUBLICAN PARTY,House,Open seat,C,Republican,gregory  puccetti,https://ballotpedia.org/Gregory_Puccetti,,,,,,
4162,H4KY03244,"PUCCETTI, GREGORY PETER",KY,3,REPUBLICAN PARTY,House,Open seat,N,Republican,gregory  puccetti,https://ballotpedia.org/Gregory_Puccetti,,,,,,
4163,H0CA28174,"PUDLO, G MAEBE",CA,30,DEMOCRATIC PARTY,House,Challenger,C,Democrat,g  pudlo,,,,,,,
4164,H2LA05266,"PULLEN, HUNTER I MR.",LA,5,REPUBLICAN PARTY,House,Challenger,N,Republican,hunter  pullen,https://ballotpedia.org/Hunter_Pullen,,,,,,
4166,H6IN07337,"PULLINS, PIERRE QUINCY",IN,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,pierre  pullins,https://ballotpedia.org/Pierre_Pullins,,pierrepullins,16933742,,,
4168,H2AK01059,"PURHAM, RANDY",AK,0,REPUBLICAN PARTY,House,Challenger,N,Republican,randy  purham,https://ballotpedia.org/Randy_Purham,,RPURHAM,71590540,,,
4169,H0TX12246,"PUTNAM, CHRIS",TX,12,REPUBLICAN PARTY,House,Challenger,P,Republican,chris  putnam,,,,,,,
4170,H2NY21149,"PUTORTI, MATTHEW",NY,21,DEMOCRATIC PARTY,House,Challenger,C,Democrat,matthew  putorti,https://ballotpedia.org/Matthew_Putorti,,MattPutorti,1402320194316509191,,,
4172,H2NY10175,"QIU, HELEN JIANG",NY,10,REPUBLICAN PARTY,House,Challenger,N,Republican,helen  qiu,,,,,,,
4173,H2IL12205,"QUALIS, JOSHUA",IL,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,joshua  qualis,https://ballotpedia.org/Joshua_Qualls,,,,,,
4174,H2CO01215,"QUALTERI, JENNIFER",CO,1,REPUBLICAN PARTY,House,Challenger,N,Republican,jennifer  qualteri,https://ballotpedia.org/Jennifer_Qualteri,,jqualteri,737888263264997376,No tweets found.,,
4176,H2CA25218,"QUARTEY, JOHN QUAYE II",CA,27,DEMOCRATIC PARTY,House,Challenger,P,Democrat,john  quartey,https://ballotpedia.org/John_Quaye_Quartey,,QuayeQuartey,1399795007704363008,,,
4178,H2ID27015,"QUESPECT, ERICA REBECA MS",ID,27,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,erica  quespect,,,,,,,
4179,H0IL05096,"QUIGLEY, MIKE",IL,5,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mike  quigley,https://ballotpedia.org/Mike_Quigley,Q000023,RepMikeQuigley,56864092,,,
4180,H0IL05096,"QUIGLEY, MIKE",IL,5,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,mike  quigley,https://ballotpedia.org/Mike_Quigley,Q000023,QuigleyCampaign,15949499,,,
4181,H6FL14112,"QUINN, CHRISTINE YVONNE",FL,13,REPUBLICAN PARTY,House,Challenger,P,Republican,christine  quinn,https://ballotpedia.org/Christine_Quinn,,ElectQuinn,165172022,,,
4183,H2OK02182,"QUINN, MARTY L",OK,2,REPUBLICAN PARTY,House,Open seat,P,Republican,marty  quinn,https://ballotpedia.org/Marty_Quinn_(Oklahoma),,,,,,
4184,H2NJ11152,"QUINN, PATRICK JAMES MR. III",NJ,9,REPUBLICAN PARTY,House,Challenger,N,Republican,patrick  quinn,,,,,,,
4185,H2TX06186,"QUINTANILLA, CARLOS",TX,33,DEMOCRATIC PARTY,House,,N,Democrat,carlos  quintanilla,https://ballotpedia.org/Carlos_Quintanilla_(Texas),,,,,,
4186,H4CA30123,"RAB, AEJAZ (RAJI)",CA,32,DEMOCRATIC PARTY,House,Challenger,P,Democrat,aejaz  rab,https://ballotpedia.org/Raji_Rab,,,,,,
4187,H2MO07200,"RADAKER-SHEAFER, KRISTEN",MO,7,DEMOCRATIC PARTY,House,Open seat,P,Democrat,kristen  radakersheafer,https://ballotpedia.org/Kristen_Radaker-Sheafer,,KristenRSheafer,1509148901110165510,,,
4189,H2OH07233,"RADER, TRISTAN",OH,7,DEMOCRATIC PARTY,House,Open seat,P,Democrat,tristan  rader,https://ballotpedia.org/Tristan_Rader,,TWRader,24802711,,,
4192,H2CA18148,"RADING, AJWANG",CA,16,DEMOCRATIC PARTY,House,Challenger,P,Democrat,ajwang  rading,https://ballotpedia.org/Ajwang_Rading,,AjwangRading,2750497334,,,
4193,H2CA33212,"RAGGE, CLAIRE",CA,36,REPUBLICAN PARTY,House,Challenger,C,Republican,claire  ragge,https://ballotpedia.org/Claire_Ragge,,,,,,
4194,H2NY10217,"RAGUSA, MICAHEL",NY,10,REPUBLICAN PARTY,House,Challenger,N,Republican,micahel  ragusa,,,,,,,
4195,H2NY10225,"RAGUSA, MICHAEL",NY,10,REPUBLICAN PARTY,House,Challenger,N,Republican,michael  ragusa,,,,,,,
4196,H2MN01348,"RAINWATER, JAMES",MN,1,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,Other,james  rainwater,,,,,,,
4197,H2NY09144,"RAITPORT, MENACHEM M.",NY,9,CONSERVATIVE PARTY,House,Challenger,N,Other,menachem  raitport,https://ballotpedia.org/Menachem_Raitport,,,,,,
4199,H2NY02131,"RAKEBRANDT, MICHAEL",NY,2,REPUBLICAN PARTY,House,Challenger,C,Republican,michael  rakebrandt,https://ballotpedia.org/Mike_Rakebrandt,,mike4congress2,1468270640562118656,,,
4200,H2VT00144,"RAM HINSDALE, KESHA",VT,0,DEMOCRATIC PARTY,House,Open seat,C,Democrat,kesha  hinsdale,,,,,,,
4201,H2FL10267,"RAMBARANSINGH, MAHENDRANATH TROY",FL,10,REPUBLICAN PARTY,House,Open seat,P,Republican,mahendranath  rambaransingh,,,,,,,
4202,H2FL15092,"RAMCHARRAN, LILAWATIE LILY MRS.",FL,15,DEMOCRATIC PARTY,House,Challenger,C,Democrat,lilawatie  ramcharran,,,,,,,
4203,H2CA02258,"RAMIREZ, ARCHIMEDES M.D.",CA,2,REPUBLICAN PARTY,House,Challenger,C,Republican,archimedes  ramirez,https://ballotpedia.org/Archimedes_Ramirez,,,,,,
4204,H2FL15258,"RAMIREZ, CESAR",FL,15,DEMOCRATIC PARTY,House,Challenger,P,Democrat,cesar  ramirez,https://ballotpedia.org/Cesar_Ramirez,,CesarForFlorida,1522425844735610881,,,
4207,H2IL03162,"RAMIREZ, DELIA",IL,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,delia  ramirez,https://ballotpedia.org/Delia_Ramirez,R000617,Delia4Congress,,No tweets found.,Name not found.,
4208,H2TX15138,"RAMIREZ, RUBEN",TX,15,DEMOCRATIC PARTY,House,Challenger,C,Democrat,ruben  ramirez,https://ballotpedia.org/Ruben_Ramirez,,,,,,
4209,H0VA07109,"RAMIREZ, TINA MARIE MRS.",VA,7,REPUBLICAN PARTY,House,Challenger,C,Republican,tina  ramirez,,,,,,,
4210,H2NY11124,"RAMOS DEBARROS, BRITTANY",NY,11,DEMOCRATIC PARTY,House,Challenger,P,Democrat,brittany  debarros,,,,,,,
4211,H2IL02198,"RAMOS, ASHLEY",IL,2,REPUBLICAN PARTY,House,Challenger,N,Republican,ashley  ramos,https://ballotpedia.org/Ashley_Ramos,,,,,,
4213,H0AZ05185,"RAMOS, JAVIER GARCIA MR.",AZ,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,javier  ramos,https://ballotpedia.org/Javier_Garcia_Ramos,,RamosAZ5,1236122354285072385,,,
4214,H2CA01243,"RAMOS, JONATHON ANGEL",CA,1,FEDERALIST,House,Challenger,N,Other,jonathon  ramos,,,,,,,
4215,H2IL11256,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,juan  ramos,,,,,,,
4216,H2IL11231,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,juan  ramos,,,,,,,
4217,H2IL11215,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,juan  ramos,,,,,,,
4218,H2IL11249,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,juan  ramos,,,,,,,
4219,H2IL11223,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,juan  ramos,,,,,,,
4221,H2TX38023,"RAMSEY, MARK",TX,38,REPUBLICAN PARTY,House,Open seat,C,Republican,mark  ramsey,https://ballotpedia.org/Mark_Ramsey,,RAMSEYforTXCD38,,No tweets found.,Name not found.,
4222,H0MT00074,"RANKIN, SAM",MT,2,LIBERTARIAN PARTY,House,Challenger,C,Other,sam  rankin,https://ballotpedia.org/Sam_Rankin,,,,,,
4223,H2CA33188,"RAPHAEL, PATRICK JEAN",CA,33,REPUBLICAN PARTY,House,Challenger,N,Republican,patrick  raphael,,,,,,,
4224,H2NY20125,"RAR, ROSTISLAV",NY,20,DEMOCRATIC PARTY,House,Challenger,P,Democrat,rostislav  rar,https://ballotpedia.org/Rostislav_Rar,,RarRostislav,1395453003272966145,,,
4226,H2CA48129,"RASCON, MATTHEW G.",CA,48,DEMOCRATIC PARTY,House,Challenger,N,Democrat,matthew  rascon,https://ballotpedia.org/Matthew_Rascon,,MatthewRascon1,1509480052928352262,,,
4228,H2OR01257,"RASCON, NICHOLAS",OR,1,OTHER,House,Challenger,N,Other,nicholas  rascon,,,,,,,
4229,H6MD08457,"RASKIN, JAMIE",MD,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jamie  raskin,https://ballotpedia.org/Jamie_Raskin,R000606,RepRaskin,806906355214852096,,,
4230,H6MD08457,"RASKIN, JAMIE",MD,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jamie  raskin,https://ballotpedia.org/Jamie_Raskin,R000606,jamie_raskin,549579841,,,
4231,H6MD08457,"RASKIN, JAMIE",MD,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jamie  raskin,https://ballotpedia.org/Jamie_Raskin,R000606,repraskin,806906355214852096,No tweets found.,,
4232,H2NY03154,"RASOOL, REEMA",NY,3,DEMOCRATIC PARTY,House,Open seat,P,Democrat,reema  rasool,https://ballotpedia.org/Reema_Rasool,,reemarasool,354650675,,,
4234,H2PA15123,"RATHMELL, GEORGE",PA,15,REPUBLICAN PARTY,House,Challenger,C,Republican,george  rathmell,,,,,,,
4235,H2CA40084,"RATHS, GREG",CA,40,REPUBLICAN PARTY,House,Challenger,C,Republican,greg  raths,https://ballotpedia.org/Greg_Raths,,GregRaths,,No tweets found.,Name not found.,
4237,H2CA17124,"RAVUL, RAO",CA,17,DEMOCRATIC PARTY,House,Challenger,N,Democrat,rao  ravul,,,,,,,
4239,H2WA03175,"RAY, DAVY",WA,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,davy  ray,https://ballotpedia.org/Davy_Ray,,DavyforCongress,1443963005126029317,,,
4240,H2KY03214,"RAY, STUART N.",KY,3,REPUBLICAN PARTY,House,Open seat,P,Republican,stuart  ray,https://ballotpedia.org/Stuart_Ray,,,,,,
4241,H2FL15134,"RAYBON, JENNIFER SUSAN",FL,18,REPUBLICAN PARTY,House,Challenger,P,Republican,jennifer  raybon,https://ballotpedia.org/Jennifer_Raybon,,,,,,
4242,H2NY24184,"RAYBURN, FLOYD MR.",NY,24,REPUBLICAN PARTY,House,Open seat,P,Republican,floyd  rayburn,,,,,,,
4243,H8WI05124,"RAYMOND, ROBERT R.",WI,4,INDEPENDENT,House,Challenger,N,Other,robert  raymond,https://ballotpedia.org/Robert_Raymond,,,,,,
4244,H2FL13246,"RAYNER, MICHELE K. MS.",FL,13,DEMOCRATIC PARTY,House,Open seat,C,Democrat,michele  rayner,,,,,,,
4245,H2AL02208,"REALZ, JONATHAN",AL,2,LIBERTARIAN PARTY,House,Challenger,N,Other,jonathan  realz,,,,,,,
4246,H2IL16123,"REBRESH, MICHAEL STEPHAN MR",IL,16,REPUBLICAN PARTY,House,Open seat,P,Republican,michael  rebresh,https://ballotpedia.org/Michael_Rebresh,,,,,,
4247,H6MN02206,"RECHTZIGEL, GENE",MN,4,REPUBLICAN PARTY,House,Challenger,N,Republican,gene  rechtzigel,https://ballotpedia.org/Gene_Rechtzigel,,,,,,
4248,H2CA00153,"RECILE, RUDY",CA,8,REPUBLICAN PARTY,House,Challenger,N,Republican,rudy  recile,https://ballotpedia.org/Rudy_Recile,,Rudy4USCongress,1431718014173384706,,,
4250,H2NY23129,"RECOTTA, JAMES P",NY,23,REPUBLICAN PARTY,House,Open seat,N,Republican,james  recotta,,,,,,,
4251,H2TX12093,"RECTOR, CHRISTOPHER D.",TX,0,NONE,House,Challenger,N,Other,christopher  rector,,,,,,,
4252,H2OH01178,"REDDEN, SAVANNA",OH,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,savanna  redden,,,,,,,
4254,H2VT01084,"REDIC, ERICKA L MRS.",VT,0,LIBERTARIAN PARTY,House,Open seat,C,Other,ericka  redic,https://ballotpedia.org/Ericka_Redic,,ErickaRedic,1495582216205783042,,,
4255,H2GA08061,"REECE, MICHAEL MR.",GA,8,REPUBLICAN PARTY,House,Challenger,N,Republican,michael  reece,,,,,,,
4256,H2TX38049,"REED, CENTRELL MS.",TX,38,DEMOCRATIC PARTY,House,Open seat,C,Democrat,centrell  reed,https://ballotpedia.org/Centrell_Reed,,THECENTRELL,843673355509293056,No tweets found.,,
4257,H2TX38049,"REED, CENTRELL MS.",TX,38,DEMOCRATIC PARTY,House,Open seat,C,Democrat,centrell  reed,https://ballotpedia.org/Centrell_Reed,,TheCentrell,843673355509293056,,,
4260,H2MO02185,"REED, RAYMOND",MO,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,raymond  reed,https://ballotpedia.org/Raymond_Reed,,RayReedMO,3401967448,,,
4261,H0NY29054,"REED, THOMAS W",NY,23,REPUBLICAN PARTY,House,Incumbent,C,Republican,thomas  reed,,R000585,,,,,
4262,H2AZ07203,"REETZ, DAVID ""RIZZO""",AZ,7,WRITE-IN,House,Challenger,N,Other,david  reetz,,,,,,,
4264,H2VA10216,"REEVES, BRYCE",VA,7,REPUBLICAN PARTY,House,Challenger,P,Republican,bryce  reeves,https://ballotpedia.org/Bryce_Reeves,,ReevesVA,124560631,,,
4265,H6NC03161,"REEVES, ERNEST T",NC,1,REPUBLICAN PARTY,House,Open seat,N,Republican,ernest  reeves,https://ballotpedia.org/Ernest_Reeves,,,,,,
4266,H2NY23236,"REGENOR, JAMES ALLEN COL",NY,23,WRITE-IN,House,Open seat,N,Other,james  regenor,,,,,,,
4268,H2IL01398,"REGNIER, JEFFERY",IL,1,REPUBLICAN PARTY,House,Open seat,N,Republican,jeffery  regnier,https://ballotpedia.org/Jeff_Regnier,,RegnierCongress,1504174337980604424,,,
4270,H0TX07220,"REHMAN, LAIQUE",TX,7,REPUBLICAN PARTY,House,Challenger,C,Republican,laique  rehman,https://ballotpedia.org/Laique_Rehman,,LaiqueRehman1,1201926060927016960,,,
4271,H2SC07223,"REICHERT, STEVE",SC,7,REPUBLICAN PARTY,House,Challenger,C,Republican,steve  reichert,,,,,,,
4273,H2CO07204,"REICHERT, TIM",CO,7,REPUBLICAN PARTY,House,Open seat,C,Republican,tim  reichert,https://ballotpedia.org/Tim_Reichert,,TimReichertCO,1486133708784607241,,,
4274,H2TX02136,"REID, RAYNA",TX,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,rayna  reid,,,,,,,
4275,H2MN01280,"REISDORF, RICHARD B",MN,1,OTHER,House,Open seat,N,Other,richard  reisdorf,https://ballotpedia.org/Richard_Reisdorf,,,,,,
4277,H2IL13161,"REISING, JESSE",IL,13,REPUBLICAN PARTY,House,Challenger,C,Republican,jesse  reising,https://ballotpedia.org/Jesse_Reising,,JesseReisingIL,1483850019853647875,No tweets found.,,
4278,H2CA36447,"REISS, JONATHAN",CA,25,REPUBLICAN PARTY,House,Challenger,P,Republican,jonathan  reiss,https://ballotpedia.org/Jonathan_Reiss,,Jonathan__Reiss,977330306893017089,,,
4280,H2NC11148,"REMILLARD, JOSHUA",NC,13,DEMOCRATIC PARTY,House,Challenger,C,Democrat,joshua  remillard,,,,,,,
4281,H2AL01218,"REMREY, ALEXANDER M.",AL,1,LIBERTARIAN PARTY,House,Challenger,N,Other,alexander  remrey,,,,,,,
4282,H8PA18199,"RESCHENTHALER, GUY MR.",PA,14,REPUBLICAN PARTY,House,Incumbent,C,Republican,guy  reschenthaler,https://ballotpedia.org/Guy_Reschenthaler,R000610,reschenthaler,477223342,,,
4283,H8PA18199,"RESCHENTHALER, GUY MR.",PA,14,REPUBLICAN PARTY,House,Incumbent,C,Republican,guy  reschenthaler,https://ballotpedia.org/Guy_Reschenthaler,R000610,GReschenthaler,4205133682,,,
4284,H2GA10133,"REUTER, KIMBERLY ANN CLARK",GA,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,kimberly  reuter,,,,,,,
4286,H2AK00218,"REVAK, JOSHUA CARL",AK,0,REPUBLICAN PARTY,House,Open seat,C,Republican,joshua  revak,https://ballotpedia.org/Josh_Revak,,joshrevak,273624397,,,
4287,H2WA02268,"REVELLE, DOUG ""YOSHE""",WA,2,NO PARTY PREFERENCE,House,Challenger,N,Other,doug  revelle,https://ballotpedia.org/Doug_Revelle,,,,,,
4288,H2TX08174,"REVIS, CHRISTOPHER JOHN",TX,8,REPUBLICAN PARTY,House,Open seat,N,Republican,christopher  revis,,,,,,,
4289,H2HI01138,"REYES, ARTURO",HI,1,REPUBLICAN PARTY,House,Challenger,N,Republican,arturo  reyes,https://ballotpedia.org/Arturo_Reyes,,,,,,
4290,H2HI02144,"REYES, ARTURO PACHEO",HI,1,REPUBLICAN PARTY,House,Challenger,N,Republican,arturo  reyes,https://ballotpedia.org/Arturo_Reyes,,,,,,
4291,H2AR02103,"REYNOLDS, CONRAD E",AR,2,REPUBLICAN PARTY,House,Challenger,P,Republican,conrad  reynolds,https://ballotpedia.org/Conrad_Reynolds,,colonelreynolds,68454527,No tweets found.,,
4294,H4AR02166,"REYNOLDS, CONRAD EARL",AR,2,REPUBLICAN PARTY,House,Challenger,N,Republican,conrad  reynolds,https://ballotpedia.org/Conrad_Reynolds,,colonelreynolds,68454527,No tweets found.,,
4295,H2MO07119,"REYNOLDS, DERRAL",MO,7,REPUBLICAN PARTY,House,Open seat,N,Republican,derral  reynolds,,,,,,,
4296,H2OR01216,"REYNOLDS, STEVEN CODY",OR,6,DEMOCRATIC PARTY,House,Open seat,P,Democrat,steven  reynolds,https://ballotpedia.org/Steven_Cody_Reynolds_(Oregon),,codyfororegon,,No tweets found.,Name not found.,
4298,H2IN09209,"REZAEI, BABAK",IN,9,DEMOCRATIC PARTY,House,Open seat,N,Democrat,babak  rezaei,,,,,,,
4299,H2CA30275,"RHODES, AARIKA SAMONE",CA,32,DEMOCRATIC PARTY,House,Challenger,P,Democrat,aarika  rhodes,https://ballotpedia.org/Aarika_Rhodes,,aarikarhodes,1293897127,No tweets found.,,
4301,H2CO03286,"RHODES, KELLIE",CO,3,DEMOCRATIC PARTY,House,Challenger,C,Democrat,kellie  rhodes,,,,,,,
4303,H4NY04075,"RICE, KATHLEEN",NY,4,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,kathleen  rice,,R000602,KathleenRice,82423741,,,
4304,H8IL09174,"RICE, MAXWELL",IL,9,REPUBLICAN PARTY,House,Challenger,P,Republican,maxwell  rice,https://ballotpedia.org/Max_Rice,,checkrice,1206625951716646912,,,
4306,H2SC07066,"RICE, TOM",SC,7,REPUBLICAN PARTY,House,Incumbent,P,Republican,tom  rice,https://ballotpedia.org/Tom_Rice_(South_Carolina),R000597,tomricesc7,,No tweets found.,Name not found.,
4308,H0MO07279,"RICHARDS, AUDREY",MO,7,REPUBLICAN PARTY,House,Open seat,N,Republican,audrey  richards,https://ballotpedia.org/Audrey_Richards,,Audrey4Congress,1188561602905329669,,,
4310,H2GA10257,"RICHARDS, MATT",GA,10,REPUBLICAN PARTY,House,Open seat,P,Republican,matt  richards,,,,,,,
4311,H2IL12148,"RICHARDSON, KEITH GARTH RABBI",IL,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,keith  richardson,,,,,,,
4312,H2NC07112,"RICHARDSON, MONTEL SHAMAR",NC,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,montel  richardson,,,,,,,
4313,H2SC07173,"RICHARDSON, WILLIAM KENNETH",SC,7,REPUBLICAN PARTY,House,Challenger,C,Republican,william  richardson,,,,,,,
4314,H8LA02054,"RICHMOND, CEDRIC L",LA,2,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,cedric  richmond,,R000588,RepRichmond,267854863,,,
4316,H2CA33246,"RICHTER, ERNEST HAROLD",CA,33,REPUBLICAN PARTY,House,Challenger,N,Republican,ernest  richter,https://ballotpedia.org/Ernest_Richter,,,,,,
4317,H2CA45174,"RICHTER, JENNIFER MS.",CA,45,REPUBLICAN PARTY,House,Challenger,N,Republican,jennifer  richter,,,,,,,
4318,H2CO06172,"RICKERSON, GLENN III",CO,6,REPUBLICAN PARTY,House,Challenger,N,Republican,glenn  rickerson,,,,,,,
4319,H2NH02252,"RIDDLE, JASON DANIEL",NH,2,REPUBLICAN PARTY,House,Challenger,N,Republican,jason  riddle,,,,,,,
4320,H2MI13378,"RIDDLE, SAMUEL LEWIS JR",MI,13,DEMOCRATIC PARTY,House,Challenger,C,Democrat,samuel  riddle,https://ballotpedia.org/Sam_Riddle,,samriddle,18671044,,,
4322,H2UT02456,"RIDER, ERIN CHRISTINE",UT,2,REPUBLICAN PARTY,House,Challenger,C,Republican,erin  rider,https://ballotpedia.org/Erin_Rider,,erinriderut,,No tweets found.,Name not found.,
4324,H2NY22188,"RIDLEY, MIKAYLA",NY,22,DEMOCRATIC PARTY,House,Challenger,C,Democrat,mikayla  ridley,,,,,,,
4325,H2OH09189,"RIEDEL, CRAIG",OH,9,REPUBLICAN PARTY,House,Challenger,N,Republican,craig  riedel,https://ballotpedia.org/Craig_Riedel,,,,,,
4327,H2TX12119,"RIEG, ALYSIA",TX,12,REPUBLICAN PARTY,House,Challenger,N,Republican,alysia  rieg,https://ballotpedia.org/Alysia_Rieg,,alysiarieg,898861406,,,
4328,H2IN03210,"RIESEN, CORY",IN,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,cory  riesen,,,,,,,
4330,H2CA08255,"RILEY, CHRISTOPHER",CA,8,DEMOCRATIC PARTY,House,Challenger,N,Democrat,christopher  riley,https://ballotpedia.org/Christopher_Riley_(California),,RileyforCA8,1497311458719256579,,,
4331,H8NY22177,"RILEY, JOSH",NY,19,DEMOCRATIC PARTY,House,Challenger,N,Democrat,josh  riley,https://ballotpedia.org/Josh_Riley,,,,,,
4332,H4DC00092,"RIMENSNYDER, NELSON F",DC,0,REPUBLICAN PARTY,House,Challenger,N,Republican,nelson  rimensnyder,,,,,,,
4333,H2TX66016,"RINGNESS, JESSE",TX,66,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jesse  ringness,,,,,,,
4334,H2CA42163,"RIOS, ANGEL ANTHONY MR.",CA,42,DEMOCRATIC PARTY,House,Challenger,N,Democrat,angel  rios,,,,,,,
4336,H2NC12211,"RIOS, FRANCISCO",NC,9,REPUBLICAN PARTY,House,Challenger,C,Republican,francisco  rios,https://ballotpedia.org/Francisco_Rios,,RiosVote,1382115484749983750,,,
4337,H2OH12126,"RIPPEL-ELTON, AMY MRS.",OH,12,DEMOCRATIC PARTY,House,Challenger,N,Democrat,amy  rippelelton,https://ballotpedia.org/Amy_Rippel-Elton,,,,,,
4338,H0NJ10216,"RIVERA, ANA ISABEL",NJ,8,REPUBLICAN PARTY,House,Open seat,N,Republican,ana  rivera,https://ballotpedia.org/Ana_Rivera,,,,,,
4339,H2NY10324,"RIVERA, CARLINA",NY,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,carlina  rivera,https://ballotpedia.org/Carlina_Rivera,,CMCarlinaRivera,707774032473694211,,,
4340,H2NY10324,"RIVERA, CARLINA",NY,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,carlina  rivera,https://ballotpedia.org/Carlina_Rivera,,carlinarivera,2172163683,No tweets found.,,
4342,H2VA03088,"RIVERA, LUIS ENRIQUE",VA,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,luis  rivera,,,,,,,
